shipment_id,origin,destination,carrier,mode,scheduled_departure,scheduled_arrival,distance_km,cargo_value,container_type,customer_tier
SH463,Port of Hamburg,Port of Shanghai,Oceanic Link,Road,2026-06-15T08:00:00,2026-06-23T14:00:00,14447,5503174,Standard,Tier 2
SH464,Port of Los Angeles,Port of New York,Apex Cargo,Ocean,2026-06-24T08:00:00,2026-06-26T16:00:00,3223,6909216,Standard,Tier 1
SH465,Port of Los Angeles,Port of Mumbai,Swift Logistics,Ocean,2026-06-04T08:00:00,2026-06-05T21:00:00,2262,4369453,Standard,Tier 1
SH466,Port of Los Angeles,Port of Shanghai,Global Trans,Ocean,2026-06-23T08:00:00,2026-06-29T22:00:00,8304,2464165,Standard,Tier 3
SH467,Port of Newark,Port of London,Oceanic Link,Rail,2026-06-18T08:00:00,2026-06-25T05:00:00,10385,3381106,Dry Van,Tier 3
SH468,Port of Hamburg,Port of Shanghai,Apex Cargo,Ocean,2026-06-21T08:00:00,2026-06-30T18:00:00,14115,6386356,Dry Van,Tier 2
SH469,Port of Hamburg,Port of Mumbai,Apex Cargo,Ocean,2026-06-01T08:00:00,2026-06-12T18:00:00,14135,5908338,Standard,Tier 1
SH470,Port of Newark,Port of London,Atlas Freight,Air,2026-06-20T08:00:00,2026-06-20T15:00:00,12351,1949054,Standard,Tier 2
SH471,Port of Hamburg,Port of Singapore,Apex Cargo,Road,2026-06-04T08:00:00,2026-06-10T02:00:00,10265,8010339,Standard,Tier 3
SH472,Port of Tokyo,Port of Singapore,Atlas Freight,Rail,2026-06-22T08:00:00,2026-06-22T21:00:00,1271,7346405,Open Top,Tier 2
SH473,Port of Los Angeles,Port of Hamburg,Global Trans,Road,2026-06-29T08:00:00,2026-06-30T23:00:00,11690,5597094,Standard,Tier 1
SH474,Port of Los Angeles,Port of New York,Global Trans,Road,2026-06-25T08:00:00,2026-06-29T22:00:00,8315,2521378,Open Top,Tier 2
SH475,Port of Hamburg,Port of New York,Oceanic Link,Road,2026-06-20T08:00:00,2026-06-28T11:00:00,14235,4318173,Dry Van,Tier 2
SH476,Port of Newark,Port of Mumbai,Apex Cargo,Ocean,2026-06-01T08:00:00,2026-06-05T15:00:00,5593,1419277,Dry Van,Tier 3
SH477,Port of Singapore,Port of Shanghai,Apex Cargo,Ocean,2026-06-09T08:00:00,2026-06-11T01:00:00,2468,4125837,Reefer,Tier 2
SH478,Port of Shanghai,Port of London,Oceanic Link,Ocean,2026-06-23T08:00:00,2026-06-24T03:00:00,1355,1550948,Dry Van,Tier 3
SH479,Port of Shanghai,Port of Singapore,Apex Cargo,Rail,2026-06-14T08:00:00,2026-06-15T09:00:00,2017,2752994,Dry Van,Tier 1
SH480,Port of Hamburg,Port of Mumbai,Atlas Freight,Road,2026-06-12T08:00:00,2026-06-19T04:00:00,12095,5895447,Flat Rack,Tier 3
SH481,Port of Hamburg,Port of Mumbai,Apex Cargo,Air,2026-06-25T08:00:00,2026-06-25T08:00:00,6746,3950379,Reefer,Tier 3
SH482,Port of Rotterdam,Port of New York,Apex Cargo,Road,2026-06-02T08:00:00,2026-06-02T17:00:00,1226,6476288,Open Top,Tier 3
SH483,Port of Los Angeles,Port of New York,Oceanic Link,Road,2026-06-28T08:00:00,2026-06-30T10:00:00,9111,8062369,Flat Rack,Tier 1
SH484,Port of Newark,Port of Sydney,Oceanic Link,Ocean,2026-06-07T08:00:00,2026-06-07T16:00:00,831,8876233,Dry Van,Tier 2
SH485,Port of Singapore,Port of Shanghai,Apex Cargo,Ocean,2026-06-14T08:00:00,2026-06-14T14:00:00,701,5720706,Dry Van,Tier 3
SH486,Port of Singapore,Port of Dubai,Oceanic Link,Ocean,2026-06-29T08:00:00,2026-06-30T20:00:00,8218,5705635,Dry Van,Tier 3
SH487,Port of Mumbai,Port of Sydney,Global Trans,Ocean,2026-06-01T08:00:00,2026-06-04T18:00:00,4508,734029,Open Top,Tier 2
SH488,Port of Tokyo,Port of London,Global Trans,Ocean,2026-06-25T08:00:00,2026-06-30T06:00:00,9928,258944,Standard,Tier 3
SH489,Port of Mumbai,Port of London,Apex Cargo,Air,2026-06-23T08:00:00,2026-06-23T02:00:00,1630,1096161,Open Top,Tier 3
SH490,Port of Shanghai,Port of London,Global Trans,Air,2026-06-12T08:00:00,2026-06-12T04:00:00,3759,6515377,Dry Van,Tier 2
SH491,Port of Tokyo,Port of Mumbai,Swift Logistics,Rail,2026-06-24T08:00:00,2026-06-30T10:00:00,10733,378821,Open Top,Tier 2
SH492,Port of Tokyo,Port of Hamburg,Atlas Freight,Ocean,2026-06-01T08:00:00,2026-06-01T10:00:00,506,8507411,Flat Rack,Tier 3
SH493,Port of Tokyo,Port of Sydney,Swift Logistics,Ocean,2026-06-11T08:00:00,2026-06-14T03:00:00,3773,5595403,Reefer,Tier 3
SH494,Port of Tokyo,Port of Singapore,Swift Logistics,Air,2026-06-16T08:00:00,2026-06-16T17:00:00,13604,5802613,Flat Rack,Tier 3
SH495,Port of Los Angeles,Port of Shanghai,Atlas Freight,Air,2026-06-05T08:00:00,2026-06-05T17:00:00,13620,3375315,Standard,Tier 1
SH496,Port of Mumbai,Port of Sydney,Swift Logistics,Road,2026-06-22T08:00:00,2026-06-25T01:00:00,5152,6038099,Reefer,Tier 1
SH497,Port of Rotterdam,Port of Shanghai,Swift Logistics,Air,2026-06-21T08:00:00,2026-06-21T15:00:00,12326,3083349,Dry Van,Tier 1
SH498,Port of Mumbai,Port of Dubai,Apex Cargo,Air,2026-06-04T08:00:00,2026-06-04T03:00:00,2672,6349492,Dry Van,Tier 3
SH499,Port of Singapore,Port of Sydney,Oceanic Link,Ocean,2026-06-16T08:00:00,2026-06-23T21:00:00,9488,6099850,Open Top,Tier 1
SH500,Port of Mumbai,Port of London,Apex Cargo,Ocean,2026-06-21T08:00:00,2026-06-23T09:00:00,2852,4377308,Reefer,Tier 1
SH501,Port of Rotterdam,Port of Singapore,Swift Logistics,Road,2026-06-17T08:00:00,2026-06-25T13:00:00,14365,6588655,Flat Rack,Tier 1
SH502,Port of Hamburg,Port of Singapore,Atlas Freight,Ocean,2026-06-24T08:00:00,2026-06-30T11:00:00,8991,8033939,Dry Van,Tier 1
SH503,Port of Hamburg,Port of Sydney,Apex Cargo,Road,2026-06-03T08:00:00,2026-06-09T11:00:00,10878,1242931,Dry Van,Tier 3
SH504,Port of Los Angeles,Port of Hamburg,Oceanic Link,Rail,2026-06-08T08:00:00,2026-06-13T03:00:00,7405,2231906,Flat Rack,Tier 3
SH505,Port of Los Angeles,Port of London,Oceanic Link,Ocean,2026-06-27T08:00:00,2026-06-30T02:00:00,10903,3025605,Dry Van,Tier 1
SH506,Port of Hamburg,Port of Dubai,Swift Logistics,Air,2026-06-22T08:00:00,2026-06-22T02:00:00,2208,6214014,Open Top,Tier 1
SH507,Port of Rotterdam,Port of Singapore,Atlas Freight,Ocean,2026-06-26T08:00:00,2026-06-30T01:00:00,9668,4638727,Open Top,Tier 2
SH508,Port of Los Angeles,Port of New York,Oceanic Link,Road,2026-06-06T08:00:00,2026-06-12T11:00:00,10886,5133801,Open Top,Tier 2
SH509,Port of Tokyo,Port of Singapore,Global Trans,Rail,2026-06-25T08:00:00,2026-06-30T09:00:00,7769,471280,Dry Van,Tier 3
SH510,Port of Rotterdam,Port of Hamburg,Oceanic Link,Road,2026-06-19T08:00:00,2026-06-22T21:00:00,6568,1212189,Dry Van,Tier 2
SH511,Port of Tokyo,Port of Singapore,Atlas Freight,Road,2026-06-13T08:00:00,2026-06-13T12:00:00,864,5443455,Standard,Tier 1
SH512,Port of Shanghai,Port of Mumbai,Oceanic Link,Ocean,2026-06-03T08:00:00,2026-06-06T16:00:00,4435,9074327,Dry Van,Tier 2
SH513,Port of Rotterdam,Port of London,Apex Cargo,Road,2026-06-29T08:00:00,2026-06-30T20:00:00,8161,8620556,Reefer,Tier 2
SH514,Port of Mumbai,Port of Sydney,Swift Logistics,Air,2026-06-02T08:00:00,2026-06-02T04:00:00,3453,7019129,Flat Rack,Tier 2
SH515,Port of Shanghai,Port of Dubai,Oceanic Link,Air,2026-06-26T08:00:00,2026-06-26T09:00:00,7970,9777138,Dry Van,Tier 2
SH516,Port of Shanghai,Port of Singapore,Swift Logistics,Ocean,2026-06-05T08:00:00,2026-06-08T05:00:00,3863,9126760,Flat Rack,Tier 3
SH517,Port of Hamburg,Port of New York,Atlas Freight,Rail,2026-06-02T08:00:00,2026-06-08T04:00:00,8892,2158542,Standard,Tier 3
SH518,Port of Tokyo,Port of Shanghai,Oceanic Link,Air,2026-06-06T08:00:00,2026-06-06T06:00:00,5537,5603535,Open Top,Tier 2
SH519,Port of Rotterdam,Port of Dubai,Swift Logistics,Air,2026-06-27T08:00:00,2026-06-27T00:00:00,687,8657009,Flat Rack,Tier 3
SH520,Port of Mumbai,Port of Dubai,Oceanic Link,Road,2026-06-28T08:00:00,2026-06-30T16:00:00,12949,6693433,Open Top,Tier 3
SH521,Port of Singapore,Port of Hamburg,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-12T01:00:00,10850,801518,Open Top,Tier 3
SH522,Port of Newark,Port of Singapore,Swift Logistics,Air,2026-06-17T08:00:00,2026-06-17T04:00:00,3280,5316662,Flat Rack,Tier 3
SH523,Port of Shanghai,Port of New York,Apex Cargo,Ocean,2026-06-17T08:00:00,2026-06-18T17:00:00,2056,8893026,Standard,Tier 3
SH524,Port of Tokyo,Port of Singapore,Global Trans,Air,2026-06-14T08:00:00,2026-06-14T10:00:00,8151,6334851,Open Top,Tier 3
SH525,Port of Singapore,Port of Sydney,Atlas Freight,Ocean,2026-06-23T08:00:00,2026-06-30T12:00:00,13833,3438445,Open Top,Tier 1
SH526,Port of Newark,Port of Hamburg,Atlas Freight,Road,2026-06-09T08:00:00,2026-06-12T21:00:00,6546,4413089,Reefer,Tier 3
SH527,Port of Los Angeles,Port of Mumbai,Oceanic Link,Road,2026-06-22T08:00:00,2026-06-27T22:00:00,9956,7637676,Reefer,Tier 3
SH528,Port of Mumbai,Port of Hamburg,Global Trans,Rail,2026-06-29T08:00:00,2026-06-30T13:00:00,6556,2313429,Flat Rack,Tier 3
SH529,Port of Los Angeles,Port of Dubai,Oceanic Link,Ocean,2026-06-12T08:00:00,2026-06-17T04:00:00,6238,3752418,Standard,Tier 3
SH530,Port of Los Angeles,Port of Sydney,Global Trans,Road,2026-06-16T08:00:00,2026-06-21T15:00:00,9510,1010652,Dry Van,Tier 3
SH531,Port of Newark,Port of Sydney,Swift Logistics,Ocean,2026-06-27T08:00:00,2026-06-30T06:00:00,11140,7035945,Flat Rack,Tier 2
SH532,Port of Shanghai,Port of Singapore,Global Trans,Road,2026-06-05T08:00:00,2026-06-12T15:00:00,12810,1446436,Flat Rack,Tier 3
SH533,Port of Shanghai,Port of Sydney,Swift Logistics,Ocean,2026-06-19T08:00:00,2026-06-29T04:00:00,12215,5106093,Standard,Tier 1
SH534,Port of Rotterdam,Port of Sydney,Apex Cargo,Air,2026-06-03T08:00:00,2026-06-03T17:00:00,13700,2951092,Open Top,Tier 3
SH535,Port of Tokyo,Port of Shanghai,Global Trans,Rail,2026-06-07T08:00:00,2026-06-11T13:00:00,6593,5415986,Open Top,Tier 1
SH536,Port of Shanghai,Port of London,Global Trans,Ocean,2026-06-09T08:00:00,2026-06-16T13:00:00,9088,7501747,Reefer,Tier 2
SH537,Port of Mumbai,Port of Sydney,Oceanic Link,Rail,2026-06-09T08:00:00,2026-06-16T21:00:00,11360,551590,Flat Rack,Tier 1
SH538,Port of Newark,Port of Shanghai,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T09:00:00,7670,8363157,Open Top,Tier 1
SH539,Port of Newark,Port of New York,Oceanic Link,Rail,2026-06-25T08:00:00,2026-06-30T12:00:00,12296,9728075,Dry Van,Tier 2
SH540,Port of Shanghai,Port of New York,Global Trans,Ocean,2026-06-13T08:00:00,2026-06-24T13:00:00,13855,9544318,Flat Rack,Tier 3
SH541,Port of Hamburg,Port of Singapore,Global Trans,Air,2026-06-06T08:00:00,2026-06-06T10:00:00,8516,787954,Standard,Tier 3
SH542,Port of Shanghai,Port of Sydney,Atlas Freight,Rail,2026-06-28T08:00:00,2026-06-30T06:00:00,13328,7613493,Standard,Tier 2
SH543,Port of Newark,Port of Singapore,Oceanic Link,Rail,2026-06-10T08:00:00,2026-06-18T14:00:00,12367,7183131,Dry Van,Tier 3
SH544,Port of Rotterdam,Port of Singapore,Oceanic Link,Air,2026-06-23T08:00:00,2026-06-23T17:00:00,14232,8270038,Flat Rack,Tier 2
SH545,Port of Singapore,Port of Shanghai,Atlas Freight,Ocean,2026-06-13T08:00:00,2026-06-16T12:00:00,4209,1497947,Dry Van,Tier 3
SH546,Port of Tokyo,Port of Sydney,Swift Logistics,Ocean,2026-06-24T08:00:00,2026-06-26T06:00:00,2707,578714,Standard,Tier 3
SH547,Port of Newark,Port of London,Swift Logistics,Rail,2026-06-28T08:00:00,2026-06-30T07:00:00,13403,7234872,Flat Rack,Tier 2
SH548,Port of Hamburg,Port of Shanghai,Atlas Freight,Road,2026-06-23T08:00:00,2026-06-28T21:00:00,9933,812371,Reefer,Tier 3
SH549,Port of Hamburg,Port of London,Global Trans,Road,2026-06-26T08:00:00,2026-06-30T11:00:00,12563,6004075,Standard,Tier 2
SH550,Port of Los Angeles,Port of Singapore,Global Trans,Ocean,2026-06-11T08:00:00,2026-06-11T10:00:00,525,358617,Dry Van,Tier 3
SH551,Port of Hamburg,Port of New York,Atlas Freight,Road,2026-06-17T08:00:00,2026-06-21T11:00:00,7506,9736427,Dry Van,Tier 2
SH552,Port of Tokyo,Port of Sydney,Atlas Freight,Ocean,2026-06-26T08:00:00,2026-06-28T14:00:00,3106,8791022,Standard,Tier 3
SH553,Port of Shanghai,Port of Hamburg,Apex Cargo,Rail,2026-06-27T08:00:00,2026-06-30T11:00:00,6439,6900807,Standard,Tier 3
SH554,Port of Singapore,Port of Shanghai,Apex Cargo,Air,2026-06-22T08:00:00,2026-06-22T08:00:00,6920,5945725,Flat Rack,Tier 3
SH555,Port of Mumbai,Port of Dubai,Global Trans,Air,2026-06-29T08:00:00,2026-06-29T03:00:00,2432,6778926,Dry Van,Tier 1
SH556,Port of Newark,Port of Sydney,Apex Cargo,Road,2026-06-11T08:00:00,2026-06-16T13:00:00,9311,1253920,Dry Van,Tier 3
SH557,Port of Tokyo,Port of Sydney,Atlas Freight,Air,2026-06-16T08:00:00,2026-06-16T15:00:00,12444,6978655,Open Top,Tier 3
SH558,Port of Newark,Port of Shanghai,Swift Logistics,Air,2026-06-18T08:00:00,2026-06-18T13:00:00,11185,1628315,Dry Van,Tier 2
SH559,Port of Rotterdam,Port of Singapore,Global Trans,Air,2026-06-29T08:00:00,2026-06-29T17:00:00,14201,5490107,Dry Van,Tier 3
SH560,Port of Singapore,Port of Mumbai,Swift Logistics,Road,2026-06-13T08:00:00,2026-06-18T07:00:00,8936,3251473,Reefer,Tier 3
SH561,Port of Singapore,Port of New York,Atlas Freight,Road,2026-06-24T08:00:00,2026-06-30T13:00:00,14417,5218554,Standard,Tier 1
SH562,Port of Singapore,Port of New York,Apex Cargo,Air,2026-06-05T08:00:00,2026-06-05T14:00:00,11807,1700824,Flat Rack,Tier 1
SH563,Port of Los Angeles,Port of Shanghai,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T04:00:00,3826,6712314,Flat Rack,Tier 2
SH564,Port of Newark,Port of Hamburg,Swift Logistics,Air,2026-06-13T08:00:00,2026-06-13T14:00:00,11352,7892680,Flat Rack,Tier 2
SH565,Port of Hamburg,Port of Dubai,Atlas Freight,Ocean,2026-06-01T08:00:00,2026-06-09T11:00:00,10153,7802950,Dry Van,Tier 3
SH566,Port of Newark,Port of Mumbai,Apex Cargo,Road,2026-06-03T08:00:00,2026-06-05T13:00:00,4324,7923491,Open Top,Tier 3
SH567,Port of Rotterdam,Port of Mumbai,Swift Logistics,Air,2026-06-29T08:00:00,2026-06-29T04:00:00,3265,4112224,Reefer,Tier 3
SH568,Port of Los Angeles,Port of London,Swift Logistics,Air,2026-06-13T08:00:00,2026-06-13T04:00:00,3508,9145281,Standard,Tier 1
SH569,Port of Los Angeles,Port of Sydney,Global Trans,Road,2026-06-01T08:00:00,2026-06-03T13:00:00,4286,7661432,Standard,Tier 2
SH570,Port of Shanghai,Port of New York,Global Trans,Rail,2026-06-11T08:00:00,2026-06-12T13:00:00,2272,9644792,Flat Rack,Tier 2
SH571,Port of Newark,Port of Dubai,Apex Cargo,Road,2026-06-28T08:00:00,2026-06-30T17:00:00,11327,4189289,Dry Van,Tier 2
SH572,Port of Tokyo,Port of Singapore,Global Trans,Rail,2026-06-20T08:00:00,2026-06-25T18:00:00,8312,6403300,Open Top,Tier 3
SH573,Port of Tokyo,Port of Hamburg,Atlas Freight,Ocean,2026-06-16T08:00:00,2026-06-20T00:00:00,4816,6075095,Standard,Tier 2
SH574,Port of Tokyo,Port of New York,Atlas Freight,Air,2026-06-03T08:00:00,2026-06-03T15:00:00,12268,4658474,Open Top,Tier 2
SH575,Port of Hamburg,Port of Mumbai,Swift Logistics,Road,2026-06-29T08:00:00,2026-06-30T04:00:00,12046,3341070,Flat Rack,Tier 3
SH576,Port of Newark,Port of Shanghai,Global Trans,Rail,2026-06-21T08:00:00,2026-06-29T17:00:00,12598,197745,Standard,Tier 2
SH577,Port of Newark,Port of Sydney,Apex Cargo,Ocean,2026-06-28T08:00:00,2026-06-30T13:00:00,5458,3364344,Standard,Tier 3
SH578,Port of Mumbai,Port of Singapore,Apex Cargo,Ocean,2026-06-03T08:00:00,2026-06-11T15:00:00,10365,5811703,Flat Rack,Tier 2
SH579,Port of Newark,Port of Dubai,Atlas Freight,Rail,2026-06-15T08:00:00,2026-06-24T11:00:00,13631,7081845,Dry Van,Tier 3
SH580,Port of Shanghai,Port of London,Apex Cargo,Road,2026-06-27T08:00:00,2026-06-28T09:00:00,2349,9282689,Flat Rack,Tier 3
SH581,Port of Rotterdam,Port of New York,Oceanic Link,Air,2026-06-24T08:00:00,2026-06-24T06:00:00,5091,8665797,Open Top,Tier 3
SH582,Port of Mumbai,Port of New York,Apex Cargo,Rail,2026-06-27T08:00:00,2026-06-30T05:00:00,8963,1470858,Reefer,Tier 3
SH583,Port of Singapore,Port of Shanghai,Oceanic Link,Ocean,2026-06-16T08:00:00,2026-06-19T12:00:00,4222,6057509,Standard,Tier 2
SH584,Port of Los Angeles,Port of Singapore,Oceanic Link,Road,2026-06-25T08:00:00,2026-06-30T22:00:00,11656,6483636,Standard,Tier 3
SH585,Port of Rotterdam,Port of Sydney,Oceanic Link,Ocean,2026-06-15T08:00:00,2026-06-26T09:00:00,13682,8197047,Dry Van,Tier 3
SH586,Port of Tokyo,Port of Hamburg,Apex Cargo,Air,2026-06-06T08:00:00,2026-06-06T05:00:00,4164,4834808,Flat Rack,Tier 1
SH587,Port of Mumbai,Port of London,Atlas Freight,Ocean,2026-06-15T08:00:00,2026-06-16T16:00:00,2038,7295136,Standard,Tier 3
SH588,Port of Hamburg,Port of Shanghai,Oceanic Link,Ocean,2026-06-04T08:00:00,2026-06-10T08:00:00,7606,8775977,Open Top,Tier 3
SH589,Port of Singapore,Port of Mumbai,Swift Logistics,Road,2026-06-02T08:00:00,2026-06-03T10:00:00,2407,2937757,Reefer,Tier 3
SH590,Port of Hamburg,Port of Shanghai,Atlas Freight,Rail,2026-06-01T08:00:00,2026-06-09T09:00:00,12078,4722412,Dry Van,Tier 3
SH591,Port of Shanghai,Port of Dubai,Apex Cargo,Ocean,2026-06-03T08:00:00,2026-06-04T15:00:00,1976,7762079,Flat Rack,Tier 3
SH592,Port of Rotterdam,Port of Sydney,Swift Logistics,Road,2026-06-12T08:00:00,2026-06-13T04:00:00,1981,892840,Open Top,Tier 3
SH593,Port of Tokyo,Port of Hamburg,Swift Logistics,Ocean,2026-06-23T08:00:00,2026-06-26T19:00:00,4568,2537111,Dry Van,Tier 3
SH594,Port of Rotterdam,Port of Dubai,Global Trans,Rail,2026-06-21T08:00:00,2026-06-24T12:00:00,5059,4579275,Standard,Tier 3
SH595,Port of Rotterdam,Port of London,Swift Logistics,Rail,2026-06-28T08:00:00,2026-06-29T08:00:00,1924,6065877,Standard,Tier 2
SH596,Port of Mumbai,Port of New York,Swift Logistics,Ocean,2026-06-05T08:00:00,2026-06-16T18:00:00,14129,8160129,Standard,Tier 3
SH597,Port of Rotterdam,Port of Hamburg,Atlas Freight,Ocean,2026-06-29T08:00:00,2026-06-30T15:00:00,13952,1618146,Flat Rack,Tier 1
SH598,Port of Newark,Port of Hamburg,Global Trans,Ocean,2026-06-02T08:00:00,2026-06-13T03:00:00,13356,4758569,Flat Rack,Tier 3
SH599,Port of Mumbai,Port of Dubai,Apex Cargo,Rail,2026-06-20T08:00:00,2026-06-26T23:00:00,10033,3519992,Flat Rack,Tier 1
SH600,Port of Shanghai,Port of Mumbai,Swift Logistics,Ocean,2026-06-03T08:00:00,2026-06-12T23:00:00,11967,109778,Reefer,Tier 3
SH601,Port of Newark,Port of Hamburg,Atlas Freight,Rail,2026-06-07T08:00:00,2026-06-14T20:00:00,11325,9837557,Reefer,Tier 3
SH602,Port of Rotterdam,Port of London,Atlas Freight,Road,2026-06-20T08:00:00,2026-06-21T20:00:00,3100,9598725,Open Top,Tier 3
SH603,Port of Rotterdam,Port of Singapore,Global Trans,Air,2026-06-27T08:00:00,2026-06-27T04:00:00,3349,2916069,Dry Van,Tier 2
SH604,Port of Singapore,Port of Mumbai,Oceanic Link,Rail,2026-06-27T08:00:00,2026-06-30T06:00:00,13347,6602901,Standard,Tier 3
SH605,Port of Los Angeles,Port of Hamburg,Apex Cargo,Rail,2026-06-15T08:00:00,2026-06-21T19:00:00,9780,1927145,Standard,Tier 1
SH606,Port of Rotterdam,Port of New York,Swift Logistics,Rail,2026-06-25T08:00:00,2026-06-30T02:00:00,11656,7129701,Open Top,Tier 3
SH607,Port of Hamburg,Port of London,Oceanic Link,Ocean,2026-06-19T08:00:00,2026-06-23T01:00:00,4896,3893139,Standard,Tier 3
SH608,Port of Shanghai,Port of Hamburg,Atlas Freight,Ocean,2026-06-27T08:00:00,2026-06-29T03:00:00,2593,4519353,Standard,Tier 2
SH609,Port of Mumbai,Port of Dubai,Swift Logistics,Rail,2026-06-15T08:00:00,2026-06-20T16:00:00,8174,9799844,Standard,Tier 2
SH610,Port of Los Angeles,Port of London,Swift Logistics,Ocean,2026-06-25T08:00:00,2026-06-30T03:00:00,8589,773858,Open Top,Tier 3
SH611,Port of Shanghai,Port of Hamburg,Global Trans,Rail,2026-06-15T08:00:00,2026-06-24T22:00:00,14304,6697463,Standard,Tier 3
SH612,Port of Newark,Port of Sydney,Oceanic Link,Ocean,2026-06-08T08:00:00,2026-06-12T23:00:00,5985,5526420,Dry Van,Tier 2
SH613,Port of Rotterdam,Port of London,Global Trans,Road,2026-06-18T08:00:00,2026-06-20T14:00:00,4401,5474441,Standard,Tier 3
SH614,Port of Mumbai,Port of Shanghai,Global Trans,Air,2026-06-13T08:00:00,2026-06-13T12:00:00,10265,2076110,Dry Van,Tier 2
SH615,Port of Newark,Port of New York,Swift Logistics,Air,2026-06-19T08:00:00,2026-06-19T01:00:00,1369,3030672,Dry Van,Tier 3
SH616,Port of Mumbai,Port of Dubai,Oceanic Link,Ocean,2026-06-01T08:00:00,2026-06-10T08:00:00,11248,6816886,Standard,Tier 3
SH617,Port of Mumbai,Port of New York,Oceanic Link,Air,2026-06-26T08:00:00,2026-06-26T16:00:00,13355,9572362,Flat Rack,Tier 2
SH618,Port of Rotterdam,Port of Dubai,Atlas Freight,Air,2026-06-05T08:00:00,2026-06-05T03:00:00,2541,4943091,Reefer,Tier 3
SH619,Port of Tokyo,Port of Sydney,Global Trans,Air,2026-06-22T08:00:00,2026-06-22T00:00:00,562,5157385,Standard,Tier 2
SH620,Port of Newark,Port of Singapore,Apex Cargo,Road,2026-06-01T08:00:00,2026-06-09T02:00:00,13609,4205479,Open Top,Tier 2
SH621,Port of Tokyo,Port of Dubai,Global Trans,Ocean,2026-06-05T08:00:00,2026-06-11T17:00:00,8052,9292213,Flat Rack,Tier 1
SH622,Port of Shanghai,Port of Hamburg,Atlas Freight,Ocean,2026-06-19T08:00:00,2026-06-19T14:00:00,741,7847698,Flat Rack,Tier 3
SH623,Port of Rotterdam,Port of Sydney,Apex Cargo,Ocean,2026-06-21T08:00:00,2026-06-21T13:00:00,695,8211562,Reefer,Tier 3
SH624,Port of Hamburg,Port of Shanghai,Global Trans,Rail,2026-06-23T08:00:00,2026-06-26T01:00:00,4427,1039336,Flat Rack,Tier 2
SH625,Port of Newark,Port of London,Atlas Freight,Air,2026-06-01T08:00:00,2026-06-01T08:00:00,6621,7471289,Reefer,Tier 3
SH626,Port of Shanghai,Port of London,Apex Cargo,Ocean,2026-06-09T08:00:00,2026-06-10T06:00:00,1529,3255228,Dry Van,Tier 2
SH627,Port of Mumbai,Port of New York,Global Trans,Road,2026-06-22T08:00:00,2026-06-28T16:00:00,11204,4479899,Dry Van,Tier 2
SH628,Port of Shanghai,Port of London,Apex Cargo,Road,2026-06-08T08:00:00,2026-06-09T21:00:00,3200,8601795,Flat Rack,Tier 1
SH629,Port of Hamburg,Port of Dubai,Apex Cargo,Air,2026-06-11T08:00:00,2026-06-11T14:00:00,11781,5232101,Standard,Tier 2
SH630,Port of Newark,Port of Hamburg,Swift Logistics,Air,2026-06-02T08:00:00,2026-06-02T06:00:00,5229,7895870,Open Top,Tier 3
SH631,Port of Shanghai,Port of Hamburg,Atlas Freight,Road,2026-06-28T08:00:00,2026-06-30T12:00:00,10945,6672766,Dry Van,Tier 2
SH632,Port of Newark,Port of Shanghai,Swift Logistics,Ocean,2026-06-19T08:00:00,2026-06-26T08:00:00,8828,7405566,Standard,Tier 2
SH633,Port of Rotterdam,Port of Hamburg,Global Trans,Ocean,2026-06-22T08:00:00,2026-06-24T00:00:00,2448,534273,Reefer,Tier 2
SH634,Port of Shanghai,Port of Hamburg,Apex Cargo,Rail,2026-06-29T08:00:00,2026-06-29T12:00:00,738,9126940,Standard,Tier 2
SH635,Port of Hamburg,Port of Shanghai,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-13T17:00:00,12858,4364380,Flat Rack,Tier 3
SH636,Port of Tokyo,Port of Hamburg,Oceanic Link,Road,2026-06-27T08:00:00,2026-06-30T15:00:00,9512,8475021,Standard,Tier 3
SH637,Port of Hamburg,Port of Sydney,Apex Cargo,Ocean,2026-06-25T08:00:00,2026-06-30T08:00:00,14814,4910319,Reefer,Tier 2
SH638,Port of Mumbai,Port of London,Oceanic Link,Rail,2026-06-16T08:00:00,2026-06-23T07:00:00,10539,823952,Flat Rack,Tier 3
SH639,Port of Shanghai,Port of Dubai,Atlas Freight,Road,2026-06-02T08:00:00,2026-06-06T07:00:00,7273,1456150,Flat Rack,Tier 1
SH640,Port of Shanghai,Port of London,Swift Logistics,Road,2026-06-19T08:00:00,2026-06-21T12:00:00,4264,4805997,Standard,Tier 3
SH641,Port of Newark,Port of Shanghai,Global Trans,Rail,2026-06-15T08:00:00,2026-06-17T22:00:00,4219,8793662,Standard,Tier 3
SH642,Port of Los Angeles,Port of Sydney,Oceanic Link,Ocean,2026-06-22T08:00:00,2026-06-26T09:00:00,5280,5460897,Reefer,Tier 3
SH643,Port of Tokyo,Port of Sydney,Apex Cargo,Road,2026-06-22T08:00:00,2026-06-28T05:00:00,10461,3699244,Dry Van,Tier 2
SH644,Port of Mumbai,Port of Sydney,Atlas Freight,Road,2026-06-11T08:00:00,2026-06-15T21:00:00,8239,400067,Dry Van,Tier 3
